"Organism","Body Site","Project ID","CDS Count","Contig Count","Contig Locus Min","Contig Locus Max","Contig ASM","Contig CDS","Contig PEP","Contig GBK","Scaffold Count","Scaffold Locus Min","Scaffold Locus Max","Scaffold ASM","Scaffold CDS","Scaffold PEP","Scaffold GBK"
"Acidaminococcus sp. HPA0509","Gastrointestinal_tract","169431","4216","38","ATBZ01000001","ATBZ01000038","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.ATBZ01000001-ATBZ01000038.nuc.gbk","1","KE150449","KE150449","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169431/169431.KE150449.nuc.gbk"
"Enterococcus faecium P1140","Unknown","82051","6198","249","AMAM01000001","AMAM01000249","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.AMAM01000001-AMAM01000249.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.AMAM01000001-AMAM01000249.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.AMAM01000001-AMAM01000249.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.AMAM01000001-AMAM01000249.nuc.gbk","194","JH808962","JH809155","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.JH808962-JH809155.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.JH808962-JH809155.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.JH808962-JH809155.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82051/82051.JH808962-JH809155.nuc.gbk"
"Synergistes sp. 3_1_syn1","Gastrointestinal_tract","39419","5920","65","ACUH01000001","ACUH01000065","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.ACUH01000001-ACUH01000065.nuc.gbk","8","JH414690","JH414697","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39419/39419.JH414690-JH414697.nuc.gbk"
"Propionibacterium acnes HL036PA1","Skin","49247","5046","21","ADYL01000001","ADYL01000021","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.ADYL01000001-ADYL01000021.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.ADYL01000001-ADYL01000021.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.ADYL01000001-ADYL01000021.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.ADYL01000001-ADYL01000021.nuc.gbk","13","GL383703","GL383715","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.GL383703-GL383715.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.GL383703-GL383715.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.GL383703-GL383715.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49247/49247.GL383703-GL383715.nuc.gbk"
"Simonsiella muelleri ATCC 29453","Oral","41981","4550","82","ADCY02000001","ADCY02000082","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.ADCY02000001-ADCY02000082.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.ADCY02000001-ADCY02000082.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.ADCY02000001-ADCY02000082.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.ADCY02000001-ADCY02000082.nuc.gbk","29","JH815300","JH815328","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.JH815300-JH815328.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.JH815300-JH815328.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.JH815300-JH815328.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41981/41981.JH815300-JH815328.nuc.gbk"
"Enterococcus faecium PC4.1","Gastrointestinal_tract","42757","2695","78","ADMM01000001","ADMM01000078","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42757/42757.ADMM01000001-ADMM01000078.nuc.gbk","","","","","","",""
"Peptoniphilus sp. oral taxon 836 str. F0141","Oral","49437","1649","145","AEAA01000001","AEAA01000145","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49437/49437.AEAA01000001-AEAA01000145.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49437/49437.AEAA01000001-AEAA01000145.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49437/49437.AEAA01000001-AEAA01000145.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49437/49437.AEAA01000001-AEAA01000145.nuc.gbk","","","","","","",""
"Megasphaera micronuciformis F0359","Oral","43125","3548","49","AECS01000001","AECS01000049","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.AECS01000001-AECS01000049.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.AECS01000001-AECS01000049.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.AECS01000001-AECS01000049.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.AECS01000001-AECS01000049.nuc.gbk","38","GL538175","GL538212","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.GL538175-GL538212.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.GL538175-GL538212.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.GL538175-GL538212.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/43125/43125.GL538175-GL538212.nuc.gbk"
"Streptococcus parasanguinis ATCC 15912","Oral","48315","2022","","","","","","","","1","CP002843","CP002843","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48315/48315.CP002843.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48315/48315.CP002843.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48315/48315.CP002843.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48315/48315.CP002843.nuc.gbk"
"Bifidobacterium longum subsp. longum 1-6B","Unknown","89647","2425","171","AJTF01000001","AJTF01000171","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89647/89647.AJTF01000001-AJTF01000171.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89647/89647.AJTF01000001-AJTF01000171.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89647/89647.AJTF01000001-AJTF01000171.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89647/89647.AJTF01000001-AJTF01000171.nuc.gbk","","","","","","",""
"Escherichia coli MS 107-1","Gastrointestinal_tract","40713","5148","72","ADWV01000001","ADWV01000072","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40713/40713.ADWV01000001-ADWV01000072.nuc.gbk","","","","","","",""
"Streptococcus sp. M143","Airways","38755","1802","28","ACRK01000001","ACRK01000028","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.ACRK01000001-ACRK01000028.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.ACRK01000001-ACRK01000028.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.ACRK01000001-ACRK01000028.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.ACRK01000001-ACRK01000028.nuc.gbk","13","GG730092","GG730104","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.GG730092-GG730104.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.GG730092-GG730104.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.GG730092-GG730104.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38755/38755.GG730092-GG730104.nuc.gbk"
"Lactobacillus jensenii 1153","Urogenital_tract","31205","1347","","","","","","","","1","GL545251","GL545251","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31205/31205.GL545251.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31205/31205.GL545251.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31205/31205.GL545251.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31205/31205.GL545251.nuc.gbk"
"Veillonella sp. HPA0037","Gastrointestinal_tract","169494","3722","25","ATCG01000001","ATCG01000025","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.ATCG01000001-ATCG01000025.nuc.gbk","3","KE150483","KE150485","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169494/169494.KE150483-KE150485.nuc.gbk"
"Campylobacter showae RM3277","Oral","31019","2361","33","ACVQ01000001","ACVQ01000033","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31019/31019.ACVQ01000001-ACVQ01000033.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31019/31019.ACVQ01000001-ACVQ01000033.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31019/31019.ACVQ01000001-ACVQ01000033.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31019/31019.ACVQ01000001-ACVQ01000033.nuc.gbk","","","","","","",""
"Capnocytophaga sp. oral taxon 412 str. F0487","Oral","170040","2277","62","AJZR01000001","AJZR01000062","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/170040/170040.AJZR01000001-AJZR01000062.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/170040/170040.AJZR01000001-AJZR01000062.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/170040/170040.AJZR01000001-AJZR01000062.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/170040/170040.AJZR01000001-AJZR01000062.nuc.gbk","","","","","","",""
"Dialister micraerophilus DSM 19965","Urogenital_tract","53029","2486","32","AFBB01000001","AFBB01000032","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.AFBB01000001-AFBB01000032.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.AFBB01000001-AFBB01000032.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.AFBB01000001-AFBB01000032.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.AFBB01000001-AFBB01000032.nuc.gbk","7","GL878519","GL878525","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.GL878519-GL878525.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.GL878519-GL878525.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.GL878519-GL878525.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/53029/53029.GL878519-GL878525.nuc.gbk"
"Enterococcus faecium P1123","Unknown","82045","6510","377","AMAP01000001","AMAP01000377","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.AMAP01000001-AMAP01000377.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.AMAP01000001-AMAP01000377.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.AMAP01000001-AMAP01000377.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.AMAP01000001-AMAP01000377.nuc.gbk","260","JH810466","JH810725","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.JH810466-JH810725.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.JH810466-JH810725.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.JH810466-JH810725.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/82045/82045.JH810466-JH810725.nuc.gbk"
"Cyphellophora europaea CBS 101466","Skin","172438","11094","","","","","","","","","KI635846","KI635849","","","","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/172438/172438.KI635846-KI635849.nuc.gbk"
"butyrate-producing bacterium SM4/1","Gastrointestinal_tract","45955","1684","","","","","","","","1","FP929060","FP929060","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45955/45955.FP929060.nuc.gbk"
"Prevotella buccalis ATCC 35310","Urogenital_tract","40669","2456","118","ADEG01000001","ADEG01000118","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40669/40669.ADEG01000001-ADEG01000118.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40669/40669.ADEG01000001-ADEG01000118.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40669/40669.ADEG01000001-ADEG01000118.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40669/40669.ADEG01000001-ADEG01000118.nuc.gbk","","","","","","",""
"Escherichia coli MS 110-3","Gastrointestinal_tract","47225","10858","411","ADTW01000001","ADTW01000411","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.ADTW01000001-ADTW01000411.nuc.gbk","80","GG772980","GG773059","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47225/47225.GG772980-GG773059.nuc.gbk"
"Parvimonas sp. oral taxon 110 str. F0139","Oral","49295","1640","2","AFII01000001","AFII01000002","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49295/49295.AFII01000001-AFII01000002.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49295/49295.AFII01000001-AFII01000002.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49295/49295.AFII01000001-AFII01000002.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/49295/49295.AFII01000001-AFII01000002.nuc.gbk","","","","","","",""
